"","id","celebrate","main_dish","main_dish_other","main_prep","main_prep_other","stuffing","stuffing_other","cranberry","cranberry_other","gravy","side1","side2","side3","side4","side5","side6","side7","side8","side9","side10","side11","side12","side13","side14","side15","pie1","pie2","pie3","pie4","pie5","pie6","pie7","pie8","pie9","pie10","pie11","pie12","pie13","dessert1","dessert2","dessert3","dessert4","dessert5","dessert6","dessert7","dessert8","dessert9","dessert10","dessert11","dessert12","prayer","travel","watch_program","kids_table_age","hometown_friends","friendsgiving","black_friday","work_retail","work_black_friday","community_type","age","gender","family_income","us_region"
"874",4336099044,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,"Corn",NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town and far away--I have to drive several hours or fly",NA,"13","No","Yes","No","No",NA,"Suburban","18 - 29","Male","$25,000 to $49,999","Pacific"
"875",4336098809,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,"Corn","Cornbread","Fruit salad","Green beans/green bean casserole",NA,NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,"Other (please specify)","Chess",NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","No","Yes","No","No",NA,"Rural","60+","Male","Prefer not to answer","West South Central"
"876",4336093974,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"Yes",NA,"Carrots",NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"21 or older","No","Yes","No","No",NA,"Rural","30 - 44","Male","$10,000 to $24,999","West North Central"
"877",4336092370,"Yes","Chicken",NA,"Baked",NA,"None",NA,"None",NA,"No",NA,"Carrots",NA,"Corn",NA,"Fruit salad",NA,NA,NA,NA,NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apple cobbler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","14","Yes","Yes","Yes","Yes","Yes","Suburban","45 - 59","Female","$10,000 to $24,999","South Atlantic"
"878",4336091474,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Mashed potatoes",NA,NA,"Vegetable salad",NA,NA,NA,NA,NA,"Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrot cake",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"19","No","No","No","No",NA,"Suburban","60+","Male","$100,000 to $124,999","Pacific"
"879",4336090652,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes","Brussel sprouts","Carrots","Cauliflower","Corn","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry","Chocolate",NA,"Key lime","Peach","Pecan","Pumpkin","Sweet Potato",NA,"Other (please specify)","ice box pie","Apple cobbler",NA,"Brownies","Carrot cake","Cheesecake","Cookies","Fudge","Ice cream","Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","15","Yes","Yes","Yes","No",NA,"Suburban","18 - 29","Female","$175,000 to $199,999","Pacific"
"880",4336090647,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"11","Yes","Yes","No","No",NA,"Suburban","30 - 44","Female","$50,000 to $74,999","Pacific"
"881",4336090552,"Yes","Chicken",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,NA,"Macaroni and cheese",NA,NA,NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in",NA,"21 or older","No","No","No","No",NA,"Rural","45 - 59","Female","$10,000 to $24,999","South Atlantic"
"882",4336086559,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","No","No",NA,"Rural","30 - 44","Female","$25,000 to $49,999","Middle Atlantic"
"883",4336085504,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"None",NA,"Yes",NA,"Carrots",NA,"Corn","Cornbread",NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"11","No","Yes","No","No",NA,"Rural","18 - 29","Female","Prefer not to answer","South Atlantic"
"884",4336085020,"Yes","Chicken",NA,"Fried",NA,"Rice-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Macaroni and cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Urban","30 - 44","Female","$25,000 to $49,999",NA
"885",4336083561,"Yes","I don't know",NA,"I don't know",NA,"None",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rolls/biscuits",NA,NA,NA,NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brownies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","21 or older","No","No","Yes","No",NA,"Rural","18 - 29","Female","Prefer not to answer","West North Central"
"886",4336083443,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese",NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","No","No","Yes","No",NA,"Urban","45 - 59","Female","$25,000 to $49,999","East North Central"
"887",4336081481,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,NA,"Fruit salad",NA,NA,NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is out of town and far away--I have to drive several hours or fly","Macy's Parade","21 or older","Yes","No","No","No",NA,"Urban","60+","Male","$25,000 to $49,999","Pacific"
"888",4336080517,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","16","Yes","Yes","Yes","No",NA,"Suburban","45 - 59","Female","$100,000 to $124,999","South Atlantic"
"889",4336079860,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",4336078959,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,"Brownies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","12","No","No","No","No",NA,"Urban","30 - 44","Female","$50,000 to $74,999","Mountain"
"891",4336078481,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn","Cornbread","Fruit salad",NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,"Other (please specify)","walnut",NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Suburban","60+","Male","$50,000 to $74,999","Pacific"
"892",4336076367,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,"Cauliflower",NA,"Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese",NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole","Other (please specify)","Creamed onions, broccoli","Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Fruit salad","No","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","No","No","No","No",NA,"Urban","45 - 59","Female","$50,000 to $74,999","Middle Atlantic"
"893",4336076365,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,NA,"Cornbread",NA,"Green beans/green bean casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chocolate",NA,NA,"Peach",NA,NA,NA,NA,NA,NA,"Apple cobbler","Blondies",NA,NA,"Cheesecake",NA,"Fudge",NA,NA,NA,NA,NA,"No","Thanksgiving is local--it will take place in the town I live in",NA,"11","No","No","No","No",NA,"Suburban","30 - 44","Male","$75,000 to $99,999","Pacific"
"894",4336076323,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"Canned",NA,"No",NA,NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,"Buttermilk",NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Pies","Yes","Thanksgiving is local--it will take place in the town I live in",NA,"15","Yes","No","Yes","No",NA,"Suburban","18 - 29","Female","$0 to $9,999","West South Central"
"895",4336074858,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"None",NA,"No",NA,NA,NA,"Corn","Cornbread","Fruit salad",NA,NA,"Mashed potatoes",NA,NA,NA,"Yams/sweet potato casserole","Other (please specify)","Rice, beans, tamales","Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,"Ice cream",NA,NA,"Other (please specify)","Flan","Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"10 or younger","No","No","No","No",NA,"Suburban","18 - 29","Female","$25,000 to $49,999","Pacific"
"896",4336073613,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,"Carrots",NA,NA,NA,"Fruit salad",NA,NA,"Mashed potatoes","Rolls/biscuits",NA,"Vegetable salad","Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","10 or younger","No","No","No","No",NA,"Urban","45 - 59","Female","Prefer not to answer","Pacific"
"897",4336073270,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes","Brussel sprouts","Carrots",NA,NA,NA,NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice cream",NA,NA,NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"12","No","No","No","No",NA,"Suburban","60+","Female","$200,000 and up","Middle Atlantic"
"898",4336071328,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 - 44","Male","$0 to $9,999","Pacific"
"899",4336070791,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,"Cherry",NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,"Apple cobbler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","18","No","No","Yes","No",NA,"Suburban","18 - 29","Female","Prefer not to answer","East North Central"
"900",4336068292,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,NA,NA,"Squash",NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"21 or older","No","No","No","No",NA,"Suburban","45 - 59","Female","$50,000 to $74,999","Middle Atlantic"
"901",4336067092,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 - 59","Female","$0 to $9,999","Mountain"
"902",4336066162,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cherry","Chocolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brownies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","Yes","No","Yes","No",NA,"Urban","18 - 29","Female","$0 to $9,999","Pacific"
"903",4336065006,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,"Corn","Cornbread",NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole","Other (please specify)","baked potato, cranberry","Apple",NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,"Apple cobbler",NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less","Macy's Parade","21 or older","Yes","Yes","Yes","No",NA,"Urban","18 - 29","Female","$10,000 to $24,999","East North Central"
"904",4336062672,"Yes","Turkey",NA,"Other (please specify)","grilled","Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","pies","No","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Rural","60+","Female","$200,000 and up","Pacific"
"905",4336058499,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes",NA,NA,"Vegetable salad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is happening at my home--I won't travel at all",NA,"21 or older","Yes","No","No","No",NA,"Urban","60+","Female","$150,000 to $174,999","Pacific"
"906",4336057426,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Other (please specify)","trader joe's fresh cranberry relish and whole cranberry sauce","Yes","Brussel sprouts",NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","10 or younger","No","No","No","No",NA,"Suburban","60+","Female","$100,000 to $124,999","Pacific"
"907",4336057324,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 - 59","Female","$75,000 to $99,999","Pacific"
"908",4336056462,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 - 29","Female","$50,000 to $74,999","Middle Atlantic"
"909",4336056145,"Yes","Turkey",NA,"Fried",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots",NA,"Corn","Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,"Chocolate",NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cookies",NA,NA,"Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","12","Yes","Yes","Yes","No",NA,"Rural","18 - 29","Female","$0 to $9,999","South Atlantic"
"910",4336055904,"Yes","Turkey",NA,"Baked",NA,"None",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",4336054647,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",4336048135,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes","Brussel sprouts",NA,NA,"Corn","Cornbread",NA,"Green beans/green bean casserole","Macaroni and cheese",NA,"Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin","Sweet Potato",NA,NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,"Ice cream","Peach cobbler",NA,NA,NA,"Yes","Thanksgiving is local--it will take place in the town I live in","Macy's Parade","13","Yes","Yes","No","No",NA,"Suburban","30 - 44","Male","$25,000 to $49,999","Middle Atlantic"
"913",4336047575,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan","Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all","Macy's Parade","18","Yes","Yes","Yes","No",NA,"Rural","30 - 44","Female","$25,000 to $49,999","West South Central"
"914",4336047405,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"None",NA,"Yes",NA,NA,NA,"Corn",NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fudge",NA,NA,NA,"Other (please specify)","chocolate cake","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",4336041912,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,"Cornbread",NA,NA,NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,"Chocolate",NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is local--it will take place in the town I live in",NA,"10 or younger","Yes","Yes","No","No",NA,"Urban","18 - 29","Male","$25,000 to $49,999","West South Central"
"916",4336041869,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917",4336041422,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 - 29","Male","Prefer not to answer",NA
"918",4336040902,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn","Cornbread",NA,NA,"Macaroni and cheese","Mashed potatoes",NA,NA,"Vegetable salad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,"Cheesecake",NA,NA,NA,NA,NA,NA,NA,"Yes","Thanksgiving is happening at my home--I won't travel at all",NA,"10 or younger","No","No","No","No",NA,"Urban","18 - 29","Female","$25,000 to $49,999","South Atlantic"
"919",4336040679,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,"Carrots","Cauliflower","Corn","Cornbread","Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits","Squash",NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pecan",NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No","Thanksgiving is out of town and far away--I have to drive several hours or fly",NA,"10 or younger","Yes","No","No","No",NA,"Suburban","60+","Male","$200,000 and up","Pacific"
"920",4336040464,"Yes","Turkey",NA,"Roasted",NA,"Bread-based",NA,"Homemade",NA,"Yes",NA,NA,NA,NA,NA,NA,"Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",4336038370,"Yes","Turkey",NA,"Baked",NA,"Bread-based",NA,"Canned",NA,"Yes",NA,NA,NA,"Corn",NA,"Fruit salad","Green beans/green bean casserole",NA,"Mashed potatoes","Rolls/biscuits",NA,NA,"Yams/sweet potato casserole",NA,NA,"Apple",NA,NA,NA,NA,NA,NA,NA,"Pumpkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,"Yes","Thanksgiving is out of town but not too far--it's a drive of a few hours or less",NA,"18","No","No","No","No",NA,"Suburban","45 - 59","Female","$150,000 to $174,999","Pacific"
